code,lon,lat
1101,116.40518322333331,40.06189728703077
1201,117.266506706432,39.207744360668904
1301,114.56020580232676,38.062724539917184
1302,118.27848407586715,39.686931030948735
1303,119.31333666079387,39.96956706854731
1304,114.65380264643005,36.55554268258366
1305,114.87332370691543,37.197029534476115
1306,115.39334487999967,38.9250913275578
1307,114.949727702339,40.74244277519939
1308,117.69797395177841,41.038103848057816
1309,116.72683705684831,38.221536380597485
1310,116.68058228451589,39.37779632208298
1311,115.81467742481654,37.80988878431271
1401,112.407073803129,37.87369251774636
1402,113.70495585037771,39.94505916945023
1403,113.55204275765759,37.9365931235111
1404,112.98761584514325,36.4707056294238
1405,112.7793325179385,35.60579917458318
1406,112.61804224746561,39.57979427793262
1407,112.79155100179737,37.29042478616708
1408,111.03840141938416,35.239260854708306
1409,112.28321767108821,38.88989777788669
1410,111.39825907335994,36.194098208263334
1411,111.33567945858746,37.559958121941364
1501,111.58325040389911,40.63109257773843
1502,110.09458617703089,40.95442529898023
1503,106.816908062123,39.49505553234133
1504,118.95737169038767,42.88588475240047
1505,121.42753218961325,43.835188519764124
1506,109.15576777862134,39.477256238521534
1507,120.70780478173862,49.35540812647308
1508,107.58842373019914,41.08937053214597
1509,113.02650978611237,41.259779159252304
1522,121.4781347514135,46.196904949015334
1525,115.12830102689692,43.39504813669487
1529,102.55038016413,40.4261464260223
2101,123.29855494046932,41.92043284926862
2102,121.9110826845176,39.21313673567926
2103,122.93922744749443,40.9762391681432
2104,124.23799982602114,41.839256098768374
2105,124.08875760965333,41.25158860076254
2106,124.282611964866,40.289995901478434
2107,121.4369700833413,41.32850593100243
2108,122.355014237746,40.51958271585687
2109,121.7660196279227,42.067030276855974
2110,123.24920560429243,41.235779852704844
2111,121.981118964272,41.103568544849125
2112,124.075492441637,42.50810205933215
2113,120.07857216099201,41.470070513322256
2114,120.42648060607134,40.70362825323592
2201,125.5517456234991,44.0806969072
2202,126.63836822143367,43.69837548990338
2203,124.47595625641016,43.437788163567866
2204,125.234589900644,42.878584476465825
2205,125.98411918093514,41.95000880358357
2206,127.11852249067749,41.990546205305115
2207,124.5495645883312,44.88597789482066
2208,123.04232439778241,45.457028827775716
2224,129.33502383607214,42.993080567842576
2301,127.46328478911657,45.74139845558877
2302,124.36814903342894,47.55383285508422
2303,131.25885324524188,45.353076213749056
2304,130.49502200578075,47.424591614854336
2305,131.77595654235236,46.672280763670585
2306,124.85219881881355,46.391339749372484
2307,129.1469576280394,47.8656437456041
2308,130.99467381824422,46.93346060633595
2309,131.0127217760925,45.86108550883442
2310,129.9496655958585,44.55968409354888
2311,127.38688774302321,49.07352501988458
2312,126.51135900479831,46.85726461899647
2327,124.94293759076466,51.615733891056095
3101,121.41437915320306,31.19500310395582
3201,118.81466280632418,31.955125796292126
3202,120.24286557765643,31.574920807883842
3203,117.4015990899727,34.346539146484005
3204,119.76702438998568,31.717103951003764
3205,120.69028494291312,31.41380008812602
3206,120.98529260613563,32.1418286994014
3207,119.19580874366183,34.530103565500646
3208,119.03757128340101,33.40438884668776
3209,120.04925726820926,33.595574916171884
3210,119.45627867584632,32.62859886172655
3211,119.52242385101415,32.08938448177552
3212,120.04775932331658,32.4016756989303
3213,118.5013398172342,33.810048595658586
3301,119.92042920922059,30.087750167414484
3302,121.51103241940959,29.790862672950773
3303,120.52329938381718,27.876690313187954
3304,120.78049932428829,30.666542880515742
3305,119.9605962960976,30.745628243929797
3306,120.6730868342655,29.77270932889115
3307,119.94297272728289,29.135012674841512
3308,118.72789239591634,28.944206020178246
3309,122.22514534728525,30.231320397152274
3310,121.21209023242338,28.746412665536386
3311,119.55684826580578,28.215533345576677
3401,117.30398209880855,31.81101317612249
3402,118.32966079612957,31.174210681616945
3403,117.35309782994328,33.019146933195515
3404,116.86013991620042,32.59791616250438
3405,118.4024876231002,31.6487290130163
3406,116.80535597232074,33.8767110343127
3407,117.68559359328975,30.896281454051774
3408,116.6862747975389,30.557801670334882
3410,118.11087045256201,29.901886784673714
3411,118.18411879377938,32.49463460292137
3412,115.69886625133387,32.95046157438573
3413,117.15204449465959,33.92175715812738
3415,116.28453785543643,31.661428074072287
3416,116.18522866707175,33.4266024728329
3417,117.477728695125,30.33208542484575
3418,118.73620973407417,30.600898939405752
3501,119.24974640528409,26.103981798039353
3502,118.10354457615684,24.598770632040583
3503,118.9885096706698,25.42416991981946
3504,117.36392447211159,26.33408869675551
3505,118.4833086458861,25.07154588605516
3506,117.4975527876461,24.348378499972924
3507,118.1667223469673,27.344109309715
3508,116.73867597116214,25.269303795017287
3509,119.53039735816111,27.01684445103238
3601,115.91600282739222,28.668138940100164
3602,117.2287190767095,29.262645504627372
3603,113.8907907738344,27.55237743474038
3604,115.76930204086874,29.450843961672593
3605,114.83159103529499,27.84489625375915
3606,117.116857474052,28.216400951669698
3607,115.16385315900487,25.61732135585036
3608,114.86245028298369,27.02264273652947
3609,114.9483592173239,28.343172013505
3610,116.48037609962381,27.538614079775584
3611,117.55533048554263,28.688282623665064
3701,116.935433415668,36.65285299874674
3702,120.2755755976201,36.305105096385695
3703,118.02601331297313,36.7107868329051
3704,117.46066898756317,34.8499861800248
3705,118.58869719119359,37.57878958288586
3706,120.89075022008467,37.377085181044805
3707,119.09183643839816,36.586630568423935
3708,116.6742588921431,35.384713219771626
3709,116.98952894398734,36.024834696444515
3710,122.01585836900533,37.15822067497086
3711,119.182667979307,35.5337956684335
3713,118.29153998126701,35.224010411968614
3714,116.6423001840599,37.28262648243414
3715,115.87922165725014,36.45338284046897
3716,117.8210290468742,37.50611735148012
3717,115.69380832648612,35.180129208216584
4101,113.50550527623942,34.68702751003301
4102,114.46537233497224,34.6623664455364
4103,112.27562355547927,34.51566101165616
4104,113.12961389187551,33.77603645883565
4105,114.37843646931823,35.97672214913518
4106,114.2384517921596,35.80001861616404
4107,113.94740661308946,35.27631809872418
4108,113.145108238232,35.15324171278941
4109,115.3273360161205,35.855310573219015
4110,113.7554150384548,34.06607271677118
4111,113.92767730049941,33.629883410483714
4112,111.344130068127,34.5639548307662
4113,112.38815501521961,32.982059827496016
4114,115.58838327117188,34.3246608414717
4115,114.8505420575347,32.086702160220646
4116,114.85450362566,33.689344704261394
4117,114.1788317184133,32.95813761754863
4190,112.392559189912,35.1005180332697
4201,114.27923013090407,30.583070691691407
4202,115.0082749827475,30.11935022343982
4203,110.48956847383525,32.49797494354949
4205,111.23497333217662,30.70900006271387
4206,111.95047335799877,31.995725989316767
4207,114.745719421016,30.326931558053264
4208,112.3139214450135,30.99416438868975
4209,113.84649228997614,31.084670155536656
4210,112.47263191074913,30.058978505888124
4211,115.32573761383901,30.63608509648691
4212,114.11979214952233,29.639235034985248
4213,113.48977097257567,31.755905387976934
4228,109.56382765341075,30.111767209189626
4290,112.43103322951549,30.7162719539301
4301,113.07458701621712,28.226647036356812
4302,113.38563681212987,27.41997980740805
4303,112.691075946609,27.82544343315464
4304,112.59028101309717,26.8860924910108
4305,110.991290610681,26.98938211838042
4306,113.14854579036167,29.19500165200516
4307,111.6827722999421,29.305405945857345
4308,110.512981518722,29.35742612683365
4309,112.17472182877968,28.687697287722717
4310,113.09055123830363,25.804204627079056
4311,111.73821324865345,25.821484027830834
4312,109.93786150353208,27.39641915115597
4313,111.72853001377,27.70279128807142
4331,109.71351684929475,28.5517795389479
4401,113.41483946873691,23.19981118058439
4402,113.7366426312235,24.79788481224856
4403,114.09888191616311,22.639132845120812
4404,113.36169346042634,22.166686702080398
4405,116.690824471542,23.365468875134173
4406,112.96586132241342,23.00575501550992
4407,112.78454816834828,22.415194880597255
4408,110.29938438433823,21.15322642075611
4409,110.930008879097,21.92856220142398
4412,112.29087066300143,23.457919313968713
4413,114.4548330950812,23.21865484404708
4414,116.08717223509838,24.290211780869214
4415,115.52078491083175,22.9955858391633
4416,114.89791843230101,24.040845968561182
4417,111.811421555352,21.9251361376582
4418,112.78411023426625,24.274930209781786
4451,116.73482170879232,23.754879618102404
4452,116.1773445634914,23.38580704309238
4453,111.885899607473,22.83709348408176
4501,108.43430734478176,22.987561804859368
4502,109.42295346496766,24.769118813065088
4503,110.45964551373856,25.318272169678238
4504,111.056857528078,23.52553875016809
4505,109.30265712511024,21.558598106533974
4506,108.11249515664124,21.77290723524325
4507,108.9935923517595,22.164429744245723
4508,109.8443110651876,23.227015460415398
4509,110.17989054969043,22.51805710911197
4510,106.17814994894121,24.0909159924377
4511,111.2941234300135,24.452746621825625
4512,107.6815212433099,24.61380136978928
4513,109.402065683096,23.86462290442635
4514,107.2043584752133,22.49884565575947
4601,110.3956781536125,19.85627773240465
4602,109.45613246472226,18.375765654629326
4690,109.7799694809816,19.147372575498434
5001,106.77069348729592,29.70803431070505
5002,108.64207327833742,30.318755480267146
5101,103.9489988948447,30.66149632483151
5103,104.730901022914,29.290198125780986
5104,101.7131930535308,26.7052195658603
5105,105.576423949188,28.63106232555403
5106,104.32526839662201,31.154608211598543
5107,104.85808169342887,31.660957066202464
5108,105.81474666195344,32.28279844994257
5109,105.490401051638,30.53041937919755
5110,104.88225374158574,29.650964158444776
5111,103.60624423936737,29.328715486217416
5113,106.19249832205334,31.113699033123712
5114,103.70413093114051,29.96751577450517
5115,104.75073576547878,28.50249591709822
5116,106.654734560005,30.440741045379514
5117,107.55445695276457,31.235564045271214
5118,102.69900534372086,29.91037094181613
5119,106.9498301594288,31.92216103044236
5120,105.05212375514499,30.131230575172566
5132,102.838645031251,32.293120837602935
5133,100.21816880738622,30.77992395124578
5134,102.48889085842183,27.837148931546214
5201,106.68753047644671,26.752831142382597
5202,105.031914089523,26.444725918754802
5203,107.09039128949499,28.111900946543507
5204,105.93792383990916,26.057444379135948
5205,105.40062713127188,27.0780408669059
5206,108.6428814080867,27.85930098735808
5223,105.44073824361557,25.3237007606227
5226,108.44001839683831,26.612391036796517
5227,107.23892930354691,26.090795486371928
5301,102.84169675381936,25.207665793754636
5303,103.98293375268062,25.503847225478815
5304,102.37674946672425,24.207094412010537
5305,99.0256793410291,24.8763321241921
5306,104.00230060795309,27.72436691665129
5307,100.59514641420685,26.872771257964057
5308,100.66432358719642,23.1168308156746
5309,99.6572309140043,23.89216110167895
5323,101.5636887530352,25.419983112214478
5325,103.05076386869072,23.34797889838744
5326,104.70257995081558,23.57322754674766
5328,100.89982212563832,21.932164001274064
5329,100.11883822411237,25.681930590199446
5331,98.08325205612522,24.46784241416502
5333,98.8739141109923,27.169509004592935
5334,99.0852688144265,27.89776191048245
5401,91.03226767273942,29.85911150535968
5402,87.64069852271507,29.021930204515332
5404,94.6612228011126,29.295528189734316
5425,81.94456842130342,32.106354256142744
6101,108.98843825198766,34.281008534647974
6102,109.06224362142525,35.158760591718
6103,107.31409298747633,34.420166587311336
6104,108.46014562071092,34.65005016853974
6105,109.8656075453761,34.89854433711515
6106,109.40180469621855,36.29072093320312
6107,107.1314762122061,33.18399572886252
6108,109.83920276484037,37.81481571803483
6109,108.9378983710499,32.683302626993836
6110,109.94403498236785,33.6609329838168
6201,103.66312582377125,36.19374230704419
6203,102.0656238647895,38.4664929630957
6204,104.5858383550376,36.618138259090884
6205,105.71123720497972,34.711619648772775
6206,103.01106188901925,37.8840904624566
6207,100.24519334155515,38.96516947844478
6208,106.7150601815875,35.309368226073786
6209,96.61061843154866,40.13778689188714
6210,107.79476898616012,35.93829961084176
6211,104.43926549632386,35.108191112856986
6212,105.3810713963481,33.67475828276716
6229,103.29454787706013,35.56967968452934
6230,103.07480029275388,34.40056507708617
6301,101.59596667614284,36.699299463550666
6322,100.55702234610129,37.57759277542985
6323,101.73116149252326,35.242736478138475
6325,100.54251733048186,35.74943139657526
6326,99.84207294114195,33.87366272636928
6327,95.06638807758841,33.794885505620904
6328,96.67872328806318,36.8538941298608
6401,106.257868096935,38.39575006875112
6402,106.50058125325167,39.0470899437208
6403,106.3144599399358,37.52558507895294
6404,106.2045576876242,35.825360254504304
6405,105.529983024415,37.03965536451947
6501,87.64598301775426,43.810846202924665
6502,85.16672579105588,45.26840763194875
6504,88.8313352432539,42.5498564046749
6523,88.30089977251507,44.32606335947224
6527,82.04066496606795,44.86684753582917
6528,86.45288418981656,41.132652574037735
6529,80.90055317848949,40.9283800748965
6530,76.21178992492895,39.855599568165005
6531,76.92161117451273,38.698424522407485
6532,80.63016723072644,37.21755207652479
6540,82.06788711696278,43.7316538971401
6542,84.2886561077939,45.712238668236004
6543,87.93409685555987,47.28008824587244
